,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,total_spent,geolocation_lat,geolocation_lng,spent_rate
79202,4acd6dfc10ea3451048d554dc825c7db,2452,sao paulo,SP,34.99,-23.499041510964272,-46.644282319320205,low
73283,560f9523eb41b967e76296537846815c,11065,santos,SP,44.9,-23.9678895545329,-46.34412123980033,low
78654,4fd1beb4e95a893ae955635ffaa1a861,13214,jundiai,SP,35.0,-23.148804478137823,-46.92948882832884,low
90098,f1222bacdff89a25eb29e54eeaabbe6b,27281,volta redonda,RJ,19.9,-22.4993604343586,-44.10694753358529,low
79785,07945f8606e69cb0e43700b586524050,37048,varginha,MG,34.3,-21.576617276379825,-45.40111794775724,low
91019,70adb84279cd1c8345ff8d0c6a41256c,87083,maringa,PR,18.9,-23.38219409935399,-51.95529780691714,low
92466,2aec204bfe4ca88dfd6ba1616a949354,66085,belem,PA,15.0,-1.436736864850719,-48.47258827728078,low
84018,302973a9a16ad38163d0f7975b24c432,71680,brasilia,DF,28.9,-15.843092528722453,-47.82225242246026,low
93046,f34cd460ef8b2c308b4501f0f83e7202,82590,curitiba,PR,14.24,-25.38905602605743,-49.193960455910094,low
71764,f76809a3b7be551c0254a2f8e345512f,18320,apiai,SP,46.8,-24.47346038077872,-48.75588890754042,low
72773,8d2f6695591c86f5fde13675fcc0f15e,13060,campinas,SP,45.0,-22.943830511384977,-47.11233196480047,low
83758,e3af2a96d288b02dacaaeec4226f97a4,57046,maceio,AL,29.0,-9.613217239287312,-35.719633652535485,low
82066,0ebf21c280ff67f685601e326ddd5f20,27113,barra do pirai,RJ,29.99,-22.46516941183336,-43.8326283150137,low
87418,3db4e2c1b4e880c0abd63248621873e4,45065,vitoria da conquista,BA,23.99,-14.874607574110652,-40.86328028591053,low
65587,9084ddf25334d2b3afaf25994ce72e98,9930,diadema,SP,54.99,-23.66124907770219,-46.616840543857066,low
64319,42f214e3717b343664b63b944fff6935,35530,claudio,MG,56.99,-20.43773362250285,-44.75914024487753,low
64782,a5b599f7e1de50cf80ed962d8304eff4,32315,contagem,MG,56.0,-19.946047667913017,-44.03358192802733,low
76136,92ff4b5fdcf9c55dde20ea759d5faa54,13178,sumare,SP,39.9,-22.800362898695823,-47.21833340077328,low
76028,6b0fc5b03e761d5203e1441fbaf34d11,53150,olinda,PE,39.9,-7.960545786283149,-34.83400412531018,low
68349,042a46a01e06938721ea9fd7fda1e758,13360,capivari,SP,49.9,-23.0122137105142,-47.52203973160603,low
90712,8f08cce7e75004fb904db0a3fc1fb800,39200,corinto,MG,18.99,-18.37274023725631,-44.44528162699128,low
74172,155be55796f02d42350765e7703821f5,73770,alto paraiso de goias,GO,42.89,-14.134031989630474,-47.51351624236543,low
73293,9572e8f88b92ef679b8103c7fb8f0e11,9172,santo andre,SP,44.9,-23.701680965768528,-46.519658793517806,low
66503,da6843070a849442f1bd6f16b5458dc3,24435,sao goncalo,RJ,53.79,-22.82408398146363,-43.06864776948586,low
89389,79444bc2d49750cc331c3bae4fed850d,30510,belo horizonte,MG,19.99,-19.936532525391,-43.992319064400654,low
69002,6560eb332e62d95b9408f77386caf194,15130,mirassol,SP,49.9,-20.806068345905757,-49.50314249273567,low
73562,84dc3f6d36a6eab4549b01bf8d2fd714,13515,charqueada,SP,44.0,-22.50146285970488,-47.77297461817962,low
81934,103dd5f651eb6f041d6ae421639cc5b2,89500,cacador,SC,29.99,-26.77759782919396,-51.0266006692904,low
70306,69ebcfb15e500f10ed057068ce343330,83900,sao mateus do sul,PR,49.0,-25.876969875302272,-50.39287401461092,low
65112,5f42b416ac3ac3af5133154ec2853f79,8280,sao paulo,SP,55.3,-23.56180201082004,-46.47968149264242,low
70007,e7445ffa291c70f6e4e68379acc9ee7a,86840,faxinal,PR,49.0,-23.99732810820379,-51.31358474739845,low
85458,7b86b77e78eed31eab0fc571a8f9228f,80730,curitiba,PR,26.0,-25.4335612739339,-49.29695352080336,low
71105,508b6b77e8b92046abb3221291b02267,95012,caxias do sul,RS,48.0,-29.16624369279465,-51.209531752064,low
75831,fd2111f93b5ea7bdc12f42454235076e,14407,franca,SP,39.9,-20.50234199999999,-47.4215895,low
83346,b9616f4b96ce6bde1688eee752733c55,31585,belo horizonte,MG,29.5,-19.823465999999947,-44.00251549999996,low
79750,e2c535ebf5c4c6a6c14d93ac2cba5765,13481,limeira,SP,34.49,-22.599254430886607,-47.37980963550319,low
73720,68d2178fedb5a9be6fc8d38e8d401139,23970,paraty,RJ,43.9,-23.226942512091888,-44.72617217705374,low
94936,1a52bb8ae883e2c0beda943ac08e8f42,39270,pirapora,MG,7.99,-17.34199668040074,-44.94194241063118,low
68652,9d9d1b89047588241d03772768201fc5,83320,pinhais,PR,49.9,-25.436908583386337,-49.17617026672054,low
87892,d7656e8ef401d1eec66264fac44d0e04,9631,sao bernardo do campo,SP,22.99,-23.659989232875425,-46.56453441006411,low
87162,b316ca275684997cc9e306ef6ba7e400,89182,lontras,SC,24.5,-27.17742018417554,-49.54348284272245,low
66244,736b15c8cfc30911511f5957295f28a9,29307,cachoeiro de itapemirim,ES,53.9,-20.845442726895108,-41.10530226786084,low
68985,a0400f96d5021c703da567f7c72adca2,9993,diadema,SP,49.9,-23.704071652743195,-46.62357117592693,low
69736,250bcd34eedc5ddb868f66d5a8b0d441,2403,sao paulo,SP,49.7,-23.49316940437997,-46.62900954509784,low
76843,acd046ff2c7ad6d4b091883063c93ff6,23585,rio de janeiro,RJ,39.0,-22.92801128978522,-43.64204907457884,low
86077,41672c3f7788a3c1dbf0424fc62378b9,11950,cajati,SP,25.0,-24.725498606199103,-48.11036826830713,low
94145,a5a08fa20a20e32aeb44118fe00b8aa2,8572,itaquaquecetuba,SP,12.25,-23.499811448079384,-46.34170601855715,low
64143,2b5163db658105e756b91611089dc344,15470,palestina,SP,56.99,-20.3899193603584,-49.433216509621126,low
93213,44f33f1e85a9c2fb86f0ecc6f9a74d4f,5329,sao paulo,SP,13.99,-23.540902503474072,-46.7434498020753,low
71670,e03684ee60e4f8113ddbe25a1a33d4a3,30260,belo horizonte,MG,46.96,-19.92439678489817,-43.91167581141436,low
81128,e0c97b4cdc5b3857f85daafeb9effb55,2712,sao paulo,SP,30.9,-23.50544478573489,-46.68161090896759,low
86636,d6b076cea51c7b38da49330932e57b69,13020,campinas,SP,24.95,-22.900561910352597,-47.065812260199664,low
81742,c63a0a49c83305801fd8f25be450f2c5,12951,atibaia,SP,29.99,-23.1317637171793,-46.5835637149576,low
85006,cc991ac29e72213321924ff28ef8d49d,2435,sao paulo,SP,27.81,-23.4823915320561,-46.64281243352188,low
80194,4eb214caad765281839b85fc30e23113,45987,teixeira de freitas,BA,32.99,-17.53748066658315,-39.73998070475559,low
68700,0c33d83a8b90422a90f24afa0438a647,1221,sao paulo,SP,49.9,-23.54601532944774,-46.64900196003804,low
79136,73001c351ae67a6b093462ce7a643b57,95270,flores da cunha,RS,34.99,-29.03399624689176,-51.1917479847557,low
78448,6144b9dbdc89758b47e87e2e73f4db09,71691,brasilia,DF,35.9,-15.906466093180695,-47.77423989072256,low
67459,ba67c51c5bc41f3cd66f01acacd21ce7,89022,blumenau,SC,50.0,-26.946227503750908,-49.07439125728547,low
86483,808d9dcd8a4a433f61e54ac54d8e275d,41640,salvador,BA,24.99,-12.9350011688768,-38.37343053154256,low
73897,65084018146e778ef88e167df944f9b7,77002,palmas,TO,43.0,-10.163404967970468,-48.34417360580387,low
87959,6ea990590352acaaac9cec513447359d,32641,betim,MG,22.97,-20.02886799961171,-44.23063506625479,low
90963,763263570fef404b7201e1172dd23fde,20270,rio de janeiro,RJ,18.9,-22.920104850395337,-43.22138202997862,low
67801,50b09c61ddb88b40e50385f79f6a3eac,37195,santana da vargem,MG,49.99,-21.25433653276565,-45.5051504773214,low
75903,f5fc6d10c73d21eb34441b6aac92fc24,37561,pouso alegre,MG,39.9,-22.29155669701961,-45.91207364476194,low
71663,fac397dd5143f305cee12a7c331d3d5c,2993,sao paulo,SP,46.98,-23.45481034070669,-46.73550456694172,low
69942,15bd954905b4dabd89d6770abc342281,9770,sao bernardo do campo,SP,49.0,-23.706697401869818,-46.54569149027648,low
67295,81ae889ff96950c263ccb0e049609a3c,84196,colonia castrolanda,PR,50.9,-23.702852723394397,-46.401558774842776,low
87743,e1095e7068a10b429a780484faace57a,6454,barueri,SP,23.7,-23.49317067158778,-46.847466200289865,low
75101,8dc7e009dbc26db66bc0b02a7882d208,30750,belo horizonte,MG,39.99,-19.89328670774424,-43.97195292532757,low
82582,0d02e6c851d33fd72f26b4c9bd433627,38412,uberlandia,MG,29.9,-18.947539791563276,-48.29208537829649,low
64054,764bba845c091682f828e00769e8c957,23085,rio de janeiro,RJ,56.99,-22.888546173778685,-43.53316741287888,low
92663,c5625fa8d6771a8ce6c260494197b5d1,21215,rio de janeiro,RJ,14.99,-22.83452027918724,-43.30055459281813,low
70910,c958ede5a0c3284ba764a3682f2dccc6,4902,sao paulo,SP,48.9,-23.6701429730798,-46.72916299624908,low
91901,6b2d9881d4f494c74204b04ac78cb994,22780,rio de janeiro,RJ,16.9,-22.96308886984238,-43.402024304605,low
88573,07c0bb79a7ed118f2738817d8c2fb7b0,14027,ribeirao preto,SP,21.9,-21.224269886202343,-47.83392543796527,low
94835,7a95ffe480d2a7b927f354684aa39c06,38770,joao pinheiro,MG,9.0,-17.74069805141251,-46.175478354989366,low
75390,853b15909ca8a525785005a333a41d9c,17022,bauru,SP,39.99,-22.27750407438397,-49.072014630013385,low
71668,c8e6e6c897dffc9ab8fd3a817279e3db,8717,mogi das cruzes,SP,46.98,-23.535324166918866,-46.1906669977593,low
85056,0d3aa1250bc34f6b34f94684ba3832c9,53150,olinda,PE,27.5,-7.960545786283149,-34.83400412531018,low
84748,fd4fa2fbee6828e5b1f3b5325a53b7de,14180,pontal,SP,27.9,-21.033781290831215,-48.0321875274595,low
89418,050b06cf630edd6254091a964ad8880b,13211,jundiai,SP,19.99,-23.179889672043977,-46.928510109318665,low
67042,1f205e2eaa10ffbb8ff6b65baf45c5e9,13801,mogi mirim,SP,51.9,-22.447759756044725,-46.94699910629585,low
70332,f1197e4b7497888e48c09fae89afc9bc,4266,sao paulo,SP,49.0,-23.591694394396647,-46.6082394045242,low
67602,c548afd73d06e332a846b16c6c253a42,90010,porto alegre,RS,50.0,-30.03215040714993,-51.2325516998384,low
71047,72d00a8f1948970fda6f797912a19f66,9941,diadema,SP,48.599999999999994,-23.676081379969936,-46.60577024158935,low
83294,3378cb40f76a30e21ef595fd45a7d576,1311,sao paulo,SP,29.6,-23.560566359426364,-46.65761042867444,low
64970,6c3f506ef7926bf4d17c7e71b2581377,75901,rio verde,GO,55.9,-17.791609941378447,-50.93351384538391,low
87950,6f2ceceff320473cf1d2bfe9fc417a6c,64880,eliseu martins,PI,22.99,-8.098876316194977,-43.65956999573901,low
94092,e2f3fd7f1112dfc9e787517daeeaf87d,5462,sao paulo,SP,12.38,-23.5577699686364,-46.705380296699154,low
66873,0f9349a9da479b7e02c4cb4a0c73fb47,2443,sao paulo,SP,52.16,-23.472335179294816,-46.64636526449883,low
65449,1b25ea1318d69e729374305c521abdb8,81150,curitiba,PR,55.0,-25.51600247821569,-49.29479024562872,low
69656,4e22af73a91ab5ed077a5f8033ec0f5f,13232,campo limpo paulista,SP,49.8,-23.20706431353269,-46.760735214610754,low
92110,5f660d28c5f9ec920baf48bbed955b2d,13178,sumare,SP,16.0,-22.800362898695823,-47.21833340077328,low
70416,3fc033ed99a69646ac510af8c33be70a,41925,salvador,BA,49.0,-13.001595722551336,-38.47603896705573,low
92221,7fe7c53396464e76c872a04f50bdb0fc,7022,guarulhos,SP,15.9,-23.476499968636396,-46.53918159256159,low
84860,ccc65cd745c4cab80ecdda75c70a0f1e,70276,brasilia,DF,27.9,-15.825500999999996,-47.90504474999999,low
80185,92c414ce1265e0100c85104e52d1c27e,14620,orlandia,SP,32.99,-20.71749602546334,-47.8769102907048,low
64340,5a1660d7af1ab417e55c72b396010989,37757,poco fundo,MG,56.99,-21.782664882148914,-45.966622292300464,low
90214,e8a2dad9972d90985fec118534589519,6855,itapecerica da serra,SP,19.9,-23.685282,-46.826154,low
70888,b154fc44f6b0375d51cc85e3720a2af6,85840,ceu azul,PR,48.9,-25.155379069123704,-53.85396770548804,low
76593,fb4f03aab91686aa8342c707dab0e26b,23035,rio de janeiro,RJ,39.0,-22.94890612123084,-43.59927651548514,low
91400,185d922c5f9d6004170bb4bfa69a98d3,7231,guarulhos,SP,17.99,-23.45496427448088,-46.46921558018531,low
93287,f46d77050b14b368b8582f85564167d2,9510,sao caetano do sul,SP,13.9,-23.614964413266776,-46.572531448929546,low
74710,8a44fe7a0a9fa910c26bdf99933e36aa,3209,sao paulo,SP,40.35,-23.59730678045477,-46.55831953205609,low
92187,c2d9fffc59f419a6d7b8a3bf1ce22611,6665,itapevi,SP,15.98,-23.5547656072746,-46.94943508267261,low
91058,3636f1d0fc31b743af8f8261e6dc8d5b,6333,carapicuiba,SP,18.9,-23.560334069182986,-46.8336991427025,low
80173,e2be554e82e79ccbcc101fe5674f4ce1,6700,cotia,SP,33.0,-23.618364275958324,-46.94004136202083,low
78080,71babfd3fd874b9a27dd02d352408647,4311,sao paulo,SP,36.0,-23.636429014715176,-46.640920992642414,low
65017,dd0f82178da2c7f1c6546f253965d53e,27961,macae,RJ,55.88,-22.36768057983799,-41.77704926789846,low
89683,1a9137aba99bd9cf728aa2a77e61498b,79645,tres lagoas,MS,19.9,-20.77320123771696,-51.69596596199291,low
74516,1c2578eda86b35629ea3f22dbe4201db,18053,sorocaba,SP,41.52,-23.498115496249092,-47.51679150000001,low
87942,587cc63b7ae3f8d06895ea937c54db43,37540,santa rita do sapucai,MG,22.99,-22.243203015748463,-45.71330344759827,low
75282,970144268fef8e5a97213cb79f370884,88215,bombinhas,SC,39.99,-27.14294161449014,-48.50728684609616,low
74077,80ce8f0c88f119bdbbc1499b1ac67b72,2938,sao paulo,SP,42.9,-23.484567353309533,-46.72320475451552,low
89897,a9411bb77ab13d6e4bf09d0365f0dd7f,3030,sao paulo,SP,19.9,-23.52771854954124,-46.61864331556927,low
65875,05701e8cd8fe331cc9b4262af27d7ee3,48630,rodelas,BA,54.9,-8.848935603581472,-38.768004449583984,low
64855,de72450bfd5f94f2de83ad70e4362a04,7025,guarulhos,SP,55.99,-23.483785075768957,-46.54155402025511,low
78001,fdd3699d1f97aaa4f1f6a038a8df09c7,95650,igrejinha,RS,36.76,-29.546857298676724,-50.77553403340213,low
75849,49a646e27cc7280ff6374df7d5d33029,23093,rio de janeiro,RJ,39.9,-22.87987163281201,-43.53785563113858,low
64070,4233e4ccb431064a07668aceca004f08,12236,sao jose dos campos,SP,56.99,-23.24656095920133,-45.89750073411618,low
68143,c4a0864ef7d2deb7cdb86898faf6ffa6,13803,mogi mirim,SP,49.98,-22.455719079469564,-46.977701463576665,low
67858,0ab747aabaf607069aeb7ed48d97d1f9,41490,salvador,BA,49.99,-12.899295938010422,-38.41756761729419,low
64467,0a22f5b83fbeb079b91d8a2d301d3cdb,12523,guaratingueta,SP,56.99,-22.78184646080685,-45.147651302970765,low
82438,7f78e978e0a0410f8ac05e2f4ed356d3,16201,birigui,SP,29.9,-21.279941420675893,-50.336008501995344,low
65452,775d8a28040c23de0a923057a2733476,31950,belo horizonte,MG,55.0,-19.86247705744709,-43.89710791840267,low
90359,5a9de9baa3029a66e803ae933e4809c0,41612,salvador,BA,19.89,-12.946099557591308,-38.37794265375959,low
67083,d29e0b4fba92472d1111b07c691087f0,88501,lages,SC,51.9,-27.81568867055225,-50.33589889924407,low
72992,816a66a9b2cfd1eafde48a88b48e8dae,2879,sao paulo,SP,44.99,-23.45095762484588,-46.69517849368927,low
64725,e1f50c6c0a443c30340b982b8fbe1a14,13090,campinas,SP,56.1,-22.88857483236194,-47.04416083236194,low
93873,dc1b629b3f763ed6e6dab8750e9fe36c,20921,rio de janeiro,RJ,12.9,-22.89344332944775,-43.22413070370488,low
74856,940220c039a36e97a4878259c02325ac,21321,rio de janeiro,RJ,40.0,-22.88688293782105,-43.365750051474464,low
91448,424336b3be9575c9265c4ccdec2e754b,29162,serra,ES,17.9,-20.20211616541636,-40.27191860450682,low
78807,b03c7bc7f895e2b5555cd1771fff030a,5023,sao paulo,SP,35.0,-23.527015354434702,-46.682698259911206,low
91915,39764cc782cd106848fa1ae25cb2ad4e,15470,palestina,SP,16.9,-20.3899193603584,-49.433216509621126,low
64419,26c48996867a67d2d6d1df9dd5e00ec8,88745,capivari de baixo,SC,56.99,-28.451195796978386,-48.9480281963324,low
67293,40cd90051be76f2ab8062eb2fcb2db4a,37550,pouso alegre,MG,50.9,-22.23423662262365,-45.935242048994425,low
79472,385f32e0f3fafeb4a3d3b5c91b90a2d1,37701,pocos de caldas,MG,34.9,-21.79104335195045,-46.56244368105504,low
74296,f2018e939417ddb210c5e27f88c00724,17380,brotas,SP,42.0,-22.28333968942237,-48.11555789578162,low
72347,2d6c161ff6241d897f6070eb08e408cd,14735,severinia,SP,45.73,-20.81327575325975,-48.80426016516554,low
66856,083f9c55bf04dc9af3749412568f9f6e,4719,sao paulo,SP,52.36,-23.633015143776277,-46.70610495351717,low
74281,795088f7d43a0d5d042fdd79c1819201,39520,porteirinha,MG,42.0,-15.744003742371044,-43.02873130043045,low
72110,0adf3b0ad1b1b68561e64ab79e890c1b,92310,canoas,RS,45.9,-29.915258224808355,-51.18616902904408,low
69908,3b48a45e4c6ad953c48bbff0633a5ebc,8247,sao paulo,SP,49.0,-23.536570298419317,-46.43526887318979,low
72004,32397f9b7defba82e3f6626350514be7,23063,rio de janeiro,RJ,45.9,-22.898246389561866,-43.58672866214904,low
70877,9259b15717556b7446122d922a1cfa76,99010,passo fundo,RS,48.9,-28.246010663976687,-52.38356841481704,low
81165,18a2500f8e5fc1909bffad418a9495f4,92340,canoas,RS,30.8,-29.905357986409992,-51.18793495311316,low
67870,9ee4f0fd11a7097ad261be67ef2c956c,33200,vespasiano,MG,49.99,-19.755283922647653,-43.94895032392866,low
78222,7afc4a1c2af2ac4a2b4fd9fe63037bfe,3313,sao paulo,SP,35.98,-23.54095417568814,-46.55943992146108,low
87840,591a2576051d91be7f0588ee8c229470,5170,sao paulo,SP,23.1,-23.48299439578163,-46.750699765335554,low
89329,c71df15d86ebd94212e0eea44f131095,15200,jose bonifacio,SP,19.99,-21.051780813361503,-49.68915443687084,low
73610,0c4d5f349e9b28aaac6257e91f58c170,6602,jandira,SP,43.99,-23.53266349887183,-46.89603986384248,low
83553,8eed85940a1552384f01a841bb679f9a,6767,taboao da serra,SP,29.0,-23.61680127254892,-46.786842838738565,low
87721,a2020bb57a66be186c84e25bb0984672,14740,viradouro,SP,23.8,-20.87672840914925,-48.29557204915602,low
84588,60fa2abe7171194126ecb847281cb81e,85010,guarapuava,PR,27.99,-25.38999640215828,-51.47482035400201,low
68999,3f89c636b2f78ec7a2724277c9ff438b,32450,sarzedo,MG,49.9,-20.042973537462803,-44.14431790817472,low
94770,fd5044339824c03f3b89f398840801a7,33045,santa luzia,MG,9.56,-19.754716970157087,-43.88310218117166,low
67425,6463b8a3ff77bb42c87e658a99f9e1ae,29048,vitoria,ES,50.0,-20.291660325271145,-40.31326800000001,low
69161,7b7009a33b7b2e95a55f5b6a4671251a,12248,sao jose dos campos,SP,49.9,-23.164548810433395,-45.80487447890817,low
93121,7a5dadfe76ef40f53747277d634f6c36,7251,guarulhos,SP,13.99,-23.435049027756925,-46.40011952262103,low
83021,3f8d6900f9761a6c9d65d9fd819bc38f,14900,itapolis,SP,29.9,-21.59119807780176,-48.81835065575072,low
82094,bfbdda7c5d8b00db2cdb12fddf3838a5,89460,canoinhas,SC,29.99,-26.16862248406491,-50.392861528512256,low
87972,f2207c8c0a2d63c365b25afc09d40649,18013,sorocaba,SP,22.9,-23.49327839993657,-47.4093955217843,low
65867,f6987d0956b42b4008ec22d4f691dbaa,13035,campinas,SP,54.9,-22.9099533208494,-47.08185090507247,low
75752,1d5eeeeaa1f95d8e8eddf7e4427f543b,34600,sabara,MG,39.9,-19.862833868691293,-43.85726075973933,low
79432,56ca66bcf6d0b1a37817d2ad039eafdc,76811,porto velho,RO,34.9,-8.807874956719097,-63.86838211337736,low
91191,9b8dc9c0ff0542d021d0285e99697875,88341,camboriu,SC,18.51,-27.036045,-48.65094449999999,low
81287,b5541d9a2ceb676fded2babc9bd9f9a7,6753,taboao da serra,SP,30.0,-23.60435412545441,-46.75198912308847,low
72606,f1ad6ed9c2b85ec8b9a8f9ad71d074c9,18300,capao bonito,SP,45.0,-24.00667315489817,-48.34824635322114,low
78267,6a165db64d4a39606600290ca9f770b9,23066,rio de janeiro,RJ,35.9,-22.883500722206897,-43.62784933672958,low
94880,50f4e219519575c26207600c7a3f9ad0,95599,balneario pinhal,RS,8.9,-30.25683875758021,-50.23807818000815,low
94152,926387e6018cb60df81b66305d6d9829,13278,valinhos,SP,12.25,-23.00828704369726,-47.00919837209965,low
90262,df9e4a3bb3a6476db4c6987a96b055bb,70340,brasilia,DF,19.9,-15.79809176117956,-47.8935500981107,low
83472,d98f80d3ded70198c008ebe5d282d905,87250,peabiru,PR,29.35,-23.951445083704208,-52.34935307900668,low
70203,8eb802e5a3d2c10e013126ac11954e20,79051,campo grande,MS,49.0,-20.48227935607949,-54.59397058465576,low
70182,120f875c7db31f3a391a0feacbe05fa5,1227,sao paulo,SP,49.0,-23.537290117980763,-46.65443089812821,low
68512,4124240c9ffeddd7074ba3535e6fcdaf,6715,cotia,SP,49.9,-23.60931570674486,-46.8753062213065,low
66746,39a4ed05241f994b9ccf709ed5ddae48,97640,manoel viana,RS,52.9,-29.580230755100438,-55.48602271696382,low
73916,8d74a4db61bd2fac0908bfc45a79bd0c,14570,buritizal,SP,43.0,-20.19583527692971,-47.708164833245,low
75058,cbcdd6881ad69528eeedd6afe65da3da,2238,sao paulo,SP,39.99,-23.47019809031553,-46.56484109288583,low
73108,412f80b814dba8dd3aa39c6be5bb29c8,22280,rio de janeiro,RJ,44.9,-22.950922714957603,-43.18739520231989,low
83427,f86370dc13be4e8958cb036b628afbcc,25932,mage,RJ,29.5,-22.59755604016498,-43.17615273106807,low
64552,ce82b942c888963b8b245169ab485e37,87020,maringa,PR,56.97,-23.40870190356673,-51.94097450684423,low
64493,1e55e11e763ab33050725d0e90174464,22775,rio de janeiro,RJ,56.99,-22.972956517889177,-43.39706327699233,low
80327,024ab36a6207906cf0d2767466419017,68786,santo antonio do taua,PA,32.9,-1.1551362018390574,-48.13344193736534,low
93250,c3f52311e0d977b3a47d494f5302414d,1139,sao paulo,SP,13.98,-23.52076037607479,-46.661384138207694,low
92305,c86634a25d72ddc721d6389f969180c2,29055,vitoria,ES,15.9,-20.296512281724183,-40.29620870064644,low
68021,d84eef527886bcba5d813645e08918d3,40140,salvador,BA,49.99,-13.001442317790987,-38.528011057735554,low
76434,7cfca217bb8634cb7dedf1ffc05f7188,36036,juiz de fora,MG,39.8,-21.76194279575198,-43.36958064085459,low
88651,cc55944d2ca6939e7055251db2b440ec,88102,sao jose,SC,21.9,-27.594535616886628,-48.6167263916482,low
86155,52358c8c1c8f1516ce8fb3513ccd501a,80240,curitiba,PR,25.0,-25.453155877315545,-49.2850395992267,low
68295,514c3d7a1d0d346844dd88fa597a7b3e,9111,santo andre,SP,49.9,-23.66721675288362,-46.49913206319721,low
71463,158193c2f219288cb8d771154ab539f7,37502,itajuba,MG,47.5,-22.43106190186255,-45.45559685991584,low
65530,c572b2161ac1c7f6ba689522531d8e30,2362,sao paulo,SP,54.99,-23.638582820562608,-46.60817566849105,low
66390,18492e62ff399a6263616b7b9181dd45,13290,louveira,SP,53.9,-23.08412527710581,-46.98121307089687,low
64124,34092dc27778e757bebee17d98878a3d,4475,sao paulo,SP,56.99,-23.70402762753189,-46.634320833198665,low
88182,47544ae3eefc23e1a2396c3154d9cfc9,60870,fortaleza,CE,22.32,-3.845806862750186,-38.50971909913928,low
74252,edfc99be46583f161180412e0d7678ef,22270,rio de janeiro,RJ,42.0,-22.95379584124873,-43.18465490536092,low
68476,fb8a66c94c3191d60f030463441da01c,80740,curitiba,PR,49.9,-25.44145496502972,-49.31273063488947,low
74050,372f4d64dacadbf63821f503090ff4de,5641,sao paulo,SP,42.9,-23.61998302859364,-46.7373371441803,low
87381,a429bbde0a056a11524a63d5c8824d2f,16901,andradina,SP,23.99,-20.899751311962603,-51.36595622231519,low
76171,722e107e3d0f6ff698392d4bb9488d87,22271,rio de janeiro,RJ,39.9,-22.95900277684809,-43.19837474672523,low
93292,f2eeb419fb7bf5b1a9bd49a37a8c651c,23057,rio de janeiro,RJ,13.9,-22.845438,-43.52194124999999,low
90254,4df73e7b84846bd99d04a878464502b0,1255,sao paulo,SP,19.9,-23.545782460730543,-46.68119826089217,low
93790,6dad4d8cc4ec34a6f280425543408aee,75828,chapadao do ceu,GO,12.97,-18.39652622443033,-52.67384540080937,low
82659,8e360eee126b3355dbe942a211621f63,25675,petropolis,RJ,29.9,-22.490942742182664,-43.19898857430632,low
64393,833548182175fd759fe7bc2a0bf50e36,27600,valenca,RJ,56.99,-22.23065356965593,-43.70906792813136,low
78102,d0e91e617fcb0f9cb5312eb984e30a20,13455,santa barbara d'oeste,SP,36.0,-22.72555372425961,-47.36655774789988,low
94274,d0bc2c6f36b8f7a62e85ee16d9ae1d38,4252,sao paulo,SP,11.97,-23.61671255152997,-46.59785020895278,low
79578,7b5e2c3263123b70cb9961f8aa7f0388,5527,sao paulo,SP,34.9,-23.599359778336243,-46.751214070160025,low
68431,e71c353d45bb47cba391cfa57f8306a0,14783,barretos,SP,49.9,-20.57622133702129,-48.57792225353819,low
67796,3291feec93bac7c3a526a46203f48788,90200,porto alegre,RS,49.99,-29.985547013590004,-51.16286896947312,low
86071,b376524f55af921c4196f629bc463640,4359,sao paulo,SP,25.0,-23.640808668692408,-46.65513298716066,low
69924,0692e0d9184f58c5e37df223d735cf4c,2944,sao paulo,SP,49.0,-23.475677144324536,-46.7252943424895,low
66691,49f7215d246e9f573cc4dae067a1961e,15150,monte aprazivel,SP,52.9,-20.7679005843988,-49.71138311138122,low
89842,b733ec3a35f8812cae168042f8f8709f,13480,limeira,SP,19.9,-22.564590914795996,-47.40315315223038,low
69242,1899d90f4d0689ebf2f45f683c414fda,82820,curitiba,PR,49.9,-25.424755962259752,-49.2010723395753,low
75157,0f9332d672a06633b36446b9eddc3640,4346,sao paulo,SP,39.99,-23.64036523446758,-46.65212213182845,low
64199,368e9869175b8fe86c8d372fc05e95db,75690,caldas novas,GO,56.99,-17.73809306838113,-48.61592058436871,low
69903,4ae7f086fbce12f0ebba73f619304e18,26165,belford roxo,RJ,49.0,-22.735079682038137,-43.38748613936333,low
93253,e687e4462ff939a01153e9b436b4c0b7,56280,araripina,PE,13.98,-7.576218497732113,-40.5031974130007,low
72706,c3481b4a695ad9c17f76f94fa6d899ec,80740,curitiba,PR,45.0,-25.44145496502972,-49.31273063488947,low
81202,59bd535b5f613b4b22d265e25b3ca304,18078,sorocaba,SP,30.49,-23.427220495412364,-47.46811611532685,low
66814,b6638d73e7a3e1395cd42da18fce57c6,13419,piracicaba,SP,52.64,-22.726257875353635,-47.63781138952056,low
82512,45044049e27a8660cef7b3914c0c5675,24804,itaborai,RJ,29.9,-22.752574304555985,-42.85527099986377,low
69078,cfc4edb67377c3fcbbc3ac1d2012f869,58175,cuite,PB,49.9,-6.483656437688705,-36.14578588678153,low
67880,03ac635232bad28e0adfd5c551f2efb7,88904,ararangua,SC,49.99,-28.95782178562493,-49.49669477597142,low
86216,5dc6d4b5876d93c0a7f6918a27ddf6be,75383,trindade,GO,24.99,-16.64272799999999,-49.42100699999999,low
